;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 06/24/2016 10:55:22 Þ.Ù
;----------------------------------------------

;Address Opcode 	ASM
  L__strncmp165
  L__strncmp166
  L__strncmp167
  L__strncmp168
  L__strncmp169
  L__strncmp170
  L__strncmp171
  L__strncmp172
  L_end__strpbrk
  L__strpbrk174
  L__strpbrk175
  L__strpbrk176
  L__strpbrk177
  L__strpbrk178
  L__strpbrk179
  L__strpbrk180
  L__strpbrk181
  L_end__strrchr
  L__strrchr183
  L__strrchr184
  L__strrchr185
  L__strrchr186
  L__strrchr187
  L__strrchr188
  L__strrchr189
  L__strrchr190
  L_end__strstr
  L__strstr192
  L__strstr193
  L__strstr194
  L__strstr195
  L__strstr196
  L__strstr197
  L__strstr198
  L__strstr199
  L__strstr200
  L__strstr201
  L__strstr202
  L__strstr203
  L__strstr204
  L__strstr205
  L__strstr206
  L__strstr207
  L_end__strAppendPre
  L__strAppendPre209
  L__strAppendPre210
  L__strAppendPre211
  L__strAppendPre212
  L__strAppendPre213
  L_end__strAppendSuf
  L_end__Length
  L__Length216
  L__Length217
  L__Length218
  L__Length219
  L__Length220
  L_end_memchr
  _memchr
  L__memchr222
  L__memchr223
  L__memchr224
  L_end_memcmp
  _memcmp
  L__memcmp226
  L__memcmp227
  L__memcmp228
  L__memcmp229
  L_end_memcpy
  _memcpy
  L__memcpy231
  L__memcpy232
  L_end_memmove
  _memmove
  L__memmove234
  L__memmove235
  L__memmove236
  L__memmove237
  L__memmove238
  L__memmove239
  L__memmove240
  L_end_memset
  _memset
  L__memset242
  L__memset243
  L_end_strcat
  _strcat
  L__strcat245
  L__strcat246
  L_end_strcat2
  _strcat2
  L__strcat2248
  L__strcat2249
  L_end_strchr
  _strchr
  L__strchr251
  L__strchr252
  L_end_strcmp
  _strcmp
  L__strcmp254
  L__strcmp255
  L__strcmp256
  L_end_strcpy
  _strcpy
  L__strcpy258
  L_end_strlen
  _strlen
  L__strlen260
  L_end_strncat
  _strncat
  L__strncat262
  L__strncat263
  L__strncat264
  L__strncat265
  L__strncat266
  L_end_strncat2
  _strncat2
  L__strncat2268
  L__strncat2269
  L_end_strncpy
  _strncpy
  L__strncpy271
  L__strncpy272
  L__strncpy273
  L__strncpy274
  L__strncpy275
  L_end_strspn
  _strspn
  L__strspn277
  L__strspn278
  L__strspn279
  L_end_ltrim
  _ltrim
  L__ltrim281
  L__ltrim282
  L_end_rtrim
  _rtrim
  L__rtrim284
  L__rtrim285
  L__rtrim286
  L_end_strcspn
  _strcspn
  L__strcspn288
  L__strcspn289
  L__strcspn290
  L_end_strncmp
  _strncmp
  L__strncmp292
  L__strncmp293
  L__strncmp294
  L__strncmp295
  L__strncmp296
  L_end_strpbrk
  _strpbrk
  L__strpbrk298
  L__strpbrk299
  L__strpbrk300
  L_end_strrchr
  _strrchr
  L__strrchr302
  L__strrchr303
  L_end_strstr
  _strstr
  L__strstr305
  L__strstr306
  L__strstr307
  L__strstr308
  L_end_strAppendPre
  _strAppendPre
  L__strAppendPre310
  L__strAppendPre311
  L_end_strAppendSuf
  _strAppendSuf
  L_end_Length
  _Length
  L__Length314
  L_end___Lib_String_?main
  ___Lib_String_?main
  L_end____CA2AW
  L_loopCA2A
  L_end____CCA2AW
  L_loopCCA2A
  L_end____CFCA2A
  L_loopCFCA2A
  L_end____CS2S
  L_loopCS2Ss
  l_CS2Send
  L_end____CCS2S
  L_loopCCS2Ss
  l_CCS2Send
  L_end____CFCS2S
  L_loopCFCS2Ss
  l_CFCS2Send
  L_end____FZinS
  L_loopFZinSWs
  L_end____CC2DW
  L_loopDW
  L_end___CA2AW
  ___CA2AW
  L_end___CCA2AW
  ___CCA2AW
  L_end___CFCA2A
  ___CFCA2A
  L_end___CS2S
  ___CS2S
  L_end___CCS2S
  ___CCS2S
  L_end___CFCS2S
  ___CFCS2S
  L_end___FZinS
  ___FZinS
  L_end___CC2DW
  ___CC2DW
  L_end___Lib_System_?main
  ___Lib_System_?main
  L_end__T6963C_WaitReady
  L__T6963C_WaitReady1
  L__T6963C_WaitReady2
  L__T6963C_WaitReady3
  L__T6963C_WaitReady4
  L__T6963C_WaitReady5
  L_end__T6963C_WriteData
  L_end__T6963C_WriteCommand
  L_end__T6963C_SetPtr
  L_end__T6963C_DisplayGrPanel
  L_end__T6963C_DisplayTxtPanel
  L_end__T6963C_SetGrPanel
  L_end__T6963C_SetTxtPanel
  L_end__T6963C_Fill
  L__T6963C_Fill14
  L__T6963C_Fill15
  L__T6963C_Fill16
  L__T6963C_Fill17
  L__T6963C_Fill18
  L_end__T6963C_PanelFill
  L_end__T6963C_GrFill
  L_end__T6963C_TxtFill
  L_end__T6963C_Cursor_height
  L_end__T6963C_Graphics
  L_end__T6963C_Text
  L_end__T6963C_Cursor
  L_end__T6963C_Cursor_Blink
  L_end__T6963C_Image
  L__T6963C_Image28
  L__T6963C_Image29
  L__T6963C_Image30
  L__T6963C_Image31
  L__T6963C_Image32
  L_end__T6963C_Sprite
  L__T6963C_Sprite34
  L__T6963C_Sprite35
  L__T6963C_Sprite36
  L__T6963C_Sprite37
  L__T6963C_Sprite38
  L__T6963C_Sprite39
  L__T6963C_Sprite40
  L__T6963C_Sprite41
  L__T6963C_Sprite42
  L__T6963C_Sprite43
  L__T6963C_Sprite44
  L__T6963C_Sprite45
  L__T6963C_Sprite46
  L_end__T6963C_Set_Cursor
  L_end__T6963C_Write_Char
  L_end__T6963C_Write_Text
  L__T6963C_Write_Text50
  L__T6963C_Write_Text51
  L__T6963C_Write_Text52
  L__T6963C_Write_Text53
  L__T6963C_Write_Text54
  L_end__T6963C_Write_Const_Text
  L__T6963C_Write_Const_Text56
  L__T6963C_Write_Const_Text57
  L__T6963C_Write_Const_Text58
  L__T6963C_Write_Const_Text59
  L__T6963C_Write_Const_Text60
  L_end___Lib_T6963C_T6963C_readData
  L_end__T6963C_Dot
  L__T6963C_Dot63
  L__T6963C_Dot64
  L__T6963C_Dot65
  L__T6963C_Dot66
  L__T6963C_Dot67
  L__T6963C_Dot68
  L__T6963C_Dot69
  L__T6963C_Dot70
  L__T6963C_Dot71
  L__T6963C_Dot72
  L__T6963C_Dot73
  L__T6963C_Dot74
  L__T6963C_Dot75
  L__T6963C_Dot76
  L__T6963C_Dot77
  L__T6963C_Dot78
  L__T6963C_Dot79
  L__T6963C_Dot80
  L_end__T6963C_Line
  L__T6963C_Line82
  L__T6963C_Line83
  L__T6963C_Line84
  L__T6963C_Line85
  L__T6963C_Line86
  L__T6963C_Line87
  L__T6963C_Line88
  L__T6963C_Line89
  L__T6963C_Line90
  L__T6963C_Line91
  L__T6963C_Line92
  L__T6963C_Line93
  L__T6963C_Line94
  L__T6963C_Line95
  L__T6963C_Line96
  L__T6963C_Line97
  L__T6963C_Line98
  L__T6963C_Line99
  L__T6963C_Line100
  L__T6963C_Line101
  L__T6963C_Line102
  L__T6963C_Line103
  L__T6963C_Line104
  L__T6963C_Line105
  L__T6963C_Line106
  L_end__T6963C_Circle
  L__T6963C_Circle108
  L__T6963C_Circle109
  L__T6963C_Circle110
  L__T6963C_Circle111
  L__T6963C_Circle112
  L__T6963C_Circle113
  L__T6963C_Circle114
  L__T6963C_Circle115
  L__T6963C_Circle116
  L__T6963C_Circle117
  L__T6963C_Circle118
  L__T6963C_Circle119
  L__T6963C_Circle120
  L__T6963C_Circle121
  L__T6963C_Circle122
  L__T6963C_Circle123
  L__T6963C_Circle124
  L__T6963C_Circle125
  L__T6963C_Circle126
  L__T6963C_Circle127
  L_end__T6963C_Box
  L__T6963C_Box129
  L__T6963C_Box130
  L__T6963C_Box131
  L__T6963C_Box132
  L__T6963C_Box133
  L_end__T6963C_Rectangle
  L_end__T6963C_Init
  L_end__T6963C_PartialImage
  L__T6963C_PartialImage137
  L__T6963C_PartialImage138
  L__T6963C_PartialImage139
  L__T6963C_PartialImage140
  L__T6963C_PartialImage141
  L__T6963C_PartialImage142
  L__T6963C_PartialImage143
  L__T6963C_PartialImage144
  L__T6963C_PartialImage145
  L__T6963C_PartialImage146
  L__T6963C_PartialImage147
  L__T6963C_PartialImage148
  L__T6963C_PartialImage149
  L__T6963C_PartialImage150
  L__T6963C_PartialImage151
  L__T6963C_PartialImage152
  L__T6963C_PartialImage153
  L__T6963C_PartialImage154
  L__T6963C_PartialImage155
  L__T6963C_PartialImage156
  L__T6963C_PartialImage157
  L__T6963C_PartialImage158
  L__T6963C_PartialImage159
  L__T6963C_PartialImage160
  L__T6963C_PartialImage161
  L__T6963C_PartialImage162
  L__T6963C_PartialImage163
  L__T6963C_PartialImage164
  L__T6963C_PartialImage165
  L__T6963C_PartialImage166
  L__T6963C_PartialImage167
  L__T6963C_PartialImage168
  L__T6963C_PartialImage169
  L__T6963C_PartialImage170
  L__T6963C_PartialImage171
  L__T6963C_PartialImage172
  L__T6963C_PartialImage173
  L_end__T6963C_Circle_Fill
  L__T6963C_Circle_Fill175
  L__T6963C_Circle_Fill176
  L__T6963C_Circle_Fill177
  L__T6963C_Circle_Fill178
  L__T6963C_Circle_Fill179
  L__T6963C_Circle_Fill180
  L__T6963C_Circle_Fill181
  L__T6963C_Circle_Fill182
  L__T6963C_Circle_Fill183
  L__T6963C_Circle_Fill184
  L__T6963C_Circle_Fill185
  L__T6963C_Circle_Fill186
  L__T6963C_Circle_Fill187
  L__T6963C_Circle_Fill188
  L__T6963C_Circle_Fill189
  L__T6963C_Circle_Fill190
  L__T6963C_Circle_Fill191
  L__T6963C_Circle_Fill192
  L__T6963C_Circle_Fill193
  L__T6963C_Circle_Fill194
  L__T6963C_Circle_Fill195
  L__T6963C_Circle_Fill196
  L__T6963C_Circle_Fill197
  L__T6963C_Circle_Fill198
  L__T6963C_Circle_Fill199
  L__T6963C_Circle_Fill200
  L_end__T6963C_Rectangle_Round_Edges
  L__T6963C_Rectangle_Round_Edges202
  L__T6963C_Rectangle_Round_Edges203
  L__T6963C_Rectangle_Round_Edges204
  L__T6963C_Rectangle_Round_Edges205
  L__T6963C_Rectangle_Round_Edges206
  L__T6963C_Rectangle_Round_Edges207
  L__T6963C_Rectangle_Round_Edges208
  L__T6963C_Rectangle_Round_Edges209
  L__T6963C_Rectangle_Round_Edges210
  L__T6963C_Rectangle_Round_Edges211
  L__T6963C_Rectangle_Round_Edges212
  L__T6963C_Rectangle_Round_Edges213
  L__T6963C_Rectangle_Round_Edges214
  L__T6963C_Rectangle_Round_Edges215
  L__T6963C_Rectangle_Round_Edges216
  L__T6963C_Rectangle_Round_Edges217
  L__T6963C_Rectangle_Round_Edges218
  L__T6963C_Rectangle_Round_Edges219
  L__T6963C_Rectangle_Round_Edges220
  L__T6963C_Rectangle_Round_Edges221
  L__T6963C_Rectangle_Round_Edges222
  L__T6963C_Rectangle_Round_Edges223
  L__T6963C_Rectangle_Round_Edges224
  L__T6963C_Rectangle_Round_Edges225
  L__T6963C_Rectangle_Round_Edges226
  L__T6963C_Rectangle_Round_Edges227
  L__T6963C_Rectangle_Round_Edges228
  L__T6963C_Rectangle_Round_Edges229
  L__T6963C_Rectangle_Round_Edges230
  L_end__T6963C_Rectangle_Round_Edges_Fill
  L__T6963C_Rectangle_Round_Edges_Fill232
  L__T6963C_Rectangle_Round_Edges_Fill233
  L__T6963C_Rectangle_Round_Edges_Fill234
  L__T6963C_Rectangle_Round_Edges_Fill235
  L__T6963C_Rectangle_Round_Edges_Fill236
  L__T6963C_Rectangle_Round_Edges_Fill237
  L__T6963C_Rectangle_Round_Edges_Fill238
  L__T6963C_Rectangle_Round_Edges_Fill239
  L__T6963C_Rectangle_Round_Edges_Fill240
  L__T6963C_Rectangle_Round_Edges_Fill241
  L__T6963C_Rectangle_Round_Edges_Fill242
  L__T6963C_Rectangle_Round_Edges_Fill243
  L__T6963C_Rectangle_Round_Edges_Fill244
  L__T6963C_Rectangle_Round_Edges_Fill245
  L__T6963C_Rectangle_Round_Edges_Fill246
  L__T6963C_Rectangle_Round_Edges_Fill247
  L__T6963C_Rectangle_Round_Edges_Fill248
  L__T6963C_Rectangle_Round_Edges_Fill249
  L__T6963C_Rectangle_Round_Edges_Fill250
  L__T6963C_Rectangle_Round_Edges_Fill251
  L__T6963C_Rectangle_Round_Edges_Fill252
  L__T6963C_Rectangle_Round_Edges_Fill253
  L__T6963C_Rectangle_Round_Edges_Fill254
  L__T6963C_Rectangle_Round_Edges_Fill255
  L__T6963C_Rectangle_Round_Edges_Fill256
  L__T6963C_Rectangle_Round_Edges_Fill257
  L__T6963C_Rectangle_Round_Edges_Fill258
  L__T6963C_Rectangle_Round_Edges_Fill259
  L__T6963C_Rectangle_Round_Edges_Fill260
  L__T6963C_Rectangle_Round_Edges_Fill261
  L__T6963C_Rectangle_Round_Edges_Fill262
  L__T6963C_Rectangle_Round_Edges_Fill263
  L_end__T6963C_Set_Font_Adv
  L_end___Lib_T6963C__T6963C_getHeader
  L___Lib_T6963C__T6963C_getHeader266
  L___Lib_T6963C__T6963C_getHeader267
  L___Lib_T6963C__T6963C_getHeader268
  L___Lib_T6963C__T6963C_getHeader269
  L___Lib_T6963C__T6963C_getHeader270
  L___Lib_T6963C__T6963C_getHeader271
  L___Lib_T6963C__T6963C_getHeader272
  L___Lib_T6963C__T6963C_getHeader273
  L___Lib_T6963C__T6963C_getHeader274
  L___Lib_T6963C__T6963C_getHeader275
  L_end__T6963C_Set_Ext_Font_Adv
  L_end___Lib_T6963C__T6963C_Write_Char_Adv
  L___Lib_T6963C__T6963C_Write_Char_Adv278
  L___Lib_T6963C__T6963C_Write_Char_Adv279
  L___Lib_T6963C__T6963C_Write_Char_Adv280
  L___Lib_T6963C__T6963C_Write_Char_Adv281
  L___Lib_T6963C__T6963C_Write_Char_Adv282
  L___Lib_T6963C__T6963C_Write_Char_Adv283
  L___Lib_T6963C__T6963C_Write_Char_Adv284
  L___Lib_T6963C__T6963C_Write_Char_Adv285
  L___Lib_T6963C__T6963C_Write_Char_Adv286
  L___Lib_T6963C__T6963C_Write_Char_Adv287
  L___Lib_T6963C__T6963C_Write_Char_Adv288
  L___Lib_T6963C__T6963C_Write_Char_Adv289
  L___Lib_T6963C__T6963C_Write_Char_Adv290
  L___Lib_T6963C__T6963C_Write_Char_Adv291
  L___Lib_T6963C__T6963C_Write_Char_Adv292
  L___Lib_T6963C__T6963C_Write_Char_Adv293
  L___Lib_T6963C__T6963C_Write_Char_Adv294
  L___Lib_T6963C__T6963C_Write_Char_Adv295
  L___Lib_T6963C__T6963C_Write_Char_Adv296
  L___Lib_T6963C__T6963C_Write_Char_Adv297
  L___Lib_T6963C__T6963C_Write_Char_Adv298
  L___Lib_T6963C__T6963C_Write_Char_Adv299
  L___Lib_T6963C__T6963C_Write_Char_Adv300
  L___Lib_T6963C__T6963C_Write_Char_Adv301
  L___Lib_T6963C__T6963C_Write_Char_Adv302
  L___Lib_T6963C__T6963C_Write_Char_Adv303
  L___Lib_T6963C__T6963C_Write_Char_Adv304
  L___Lib_T6963C__T6963C_Write_Char_Adv305
  L___Lib_T6963C__T6963C_Write_Char_Adv306
  L___Lib_T6963C__T6963C_Write_Char_Adv307
  L___Lib_T6963C__T6963C_Write_Char_Adv308
  L___Lib_T6963C__T6963C_Write_Char_Adv309
  L___Lib_T6963C__T6963C_Write_Char_Adv310
  L___Lib_T6963C__T6963C_Write_Char_Adv311
  L___Lib_T6963C__T6963C_Write_Char_Adv312
  L___Lib_T6963C__T6963C_Write_Char_Adv313
  L___Lib_T6963C__T6963C_Write_Char_Adv314
  L___Lib_T6963C__T6963C_Write_Char_Adv315
  L___Lib_T6963C__T6963C_Write_Char_Adv316
  L___Lib_T6963C__T6963C_Write_Char_Adv317
  L___Lib_T6963C__T6963C_Write_Char_Adv318
  L___Lib_T6963C__T6963C_Write_Char_Adv319
  L___Lib_T6963C__T6963C_Write_Char_Adv320
  L___Lib_T6963C__T6963C_Write_Char_Adv321
  L_end___Lib_T6963C__T6963C_Write_Char_AdvE
  L___Lib_T6963C__T6963C_Write_Char_AdvE323
  L___Lib_T6963C__T6963C_Write_Char_AdvE324
  L___Lib_T6963C__T6963C_Write_Char_AdvE325
  L___Lib_T6963C__T6963C_Write_Char_AdvE326
  L___Lib_T6963C__T6963C_Write_Char_AdvE327
  L___Lib_T6963C__T6963C_Write_Char_AdvE328
  L___Lib_T6963C__T6963C_Write_Char_AdvE329
  L___Lib_T6963C__T6963C_Write_Char_AdvE330
  L___Lib_T6963C__T6963C_Write_Char_AdvE331
  L___Lib_T6963C__T6963C_Write_Char_AdvE332
  L___Lib_T6963C__T6963C_Write_Char_AdvE333
  L___Lib_T6963C__T6963C_Write_Char_AdvE334
  L___Lib_T6963C__T6963C_Write_Char_AdvE335
  L___Lib_T6963C__T6963C_Write_Char_AdvE336
  L___Lib_T6963C__T6963C_Write_Char_AdvE337
  L___Lib_T6963C__T6963C_Write_Char_AdvE338
  L___Lib_T6963C__T6963C_Write_Char_AdvE339
  L___Lib_T6963C__T6963C_Write_Char_AdvE340
  L___Lib_T6963C__T6963C_Write_Char_AdvE341
  L___Lib_T6963C__T6963C_Write_Char_AdvE342
  L___Lib_T6963C__T6963C_Write_Char_AdvE343
  L___Lib_T6963C__T6963C_Write_Char_AdvE344
  L___Lib_T6963C__T6963C_Write_Char_AdvE345
  L___Lib_T6963C__T6963C_Write_Char_AdvE346
  L___Lib_T6963C__T6963C_Write_Char_AdvE347
  L___Lib_T6963C__T6963C_Write_Char_AdvE348
  L___Lib_T6963C__T6963C_Write_Char_AdvE349
  L___Lib_T6963C__T6963C_Write_Char_AdvE350
  L___Lib_T6963C__T6963C_Write_Char_AdvE351
  L___Lib_T6963C__T6963C_Write_Char_AdvE352
  L___Lib_T6963C__T6963C_Write_Char_AdvE353
  L___Lib_T6963C__T6963C_Write_Char_AdvE354
  L___Lib_T6963C__T6963C_Write_Char_AdvE355
  L___Lib_T6963C__T6963C_Write_Char_AdvE356
  L___Lib_T6963C__T6963C_Write_Char_AdvE357
  L___Lib_T6963C__T6963C_Write_Char_AdvE358
  L___Lib_T6963C__T6963C_Write_Char_AdvE359
  L___Lib_T6963C__T6963C_Write_Char_AdvE360
  L___Lib_T6963C__T6963C_Write_Char_AdvE361
  L___Lib_T6963C__T6963C_Write_Char_AdvE362
  L___Lib_T6963C__T6963C_Write_Char_AdvE363
  L___Lib_T6963C__T6963C_Write_Char_AdvE364
  L___Lib_T6963C__T6963C_Write_Char_AdvE365
  L___Lib_T6963C__T6963C_Write_Char_AdvE366
  L___Lib_T6963C__T6963C_Write_Char_AdvE367
  L___Lib_T6963C__T6963C_Write_Char_AdvE368
  L___Lib_T6963C__T6963C_Write_Char_AdvE369
  L___Lib_T6963C__T6963C_Write_Char_AdvE370
  L___Lib_T6963C__T6963C_Write_Char_AdvE371
  L___Lib_T6963C__T6963C_Write_Char_AdvE372
  L___Lib_T6963C__T6963C_Write_Char_AdvE373
  L___Lib_T6963C__T6963C_Write_Char_AdvE374
  L___Lib_T6963C__T6963C_Write_Char_AdvE375
  L___Lib_T6963C__T6963C_Write_Char_AdvE376
  L___Lib_T6963C__T6963C_Write_Char_AdvE377
  L___Lib_T6963C__T6963C_Write_Char_AdvE378
  L_end___Lib_T6963C_T6963C_Move_Cursor
  L_end__T6963C_Write_Char_Adv
  L__T6963C_Write_Char_Adv381
  L__T6963C_Write_Char_Adv382
  L__T6963C_Write_Char_Adv383
  L__T6963C_Write_Char_Adv384
  L__T6963C_Write_Char_Adv385
  L__T6963C_Write_Char_Adv386
  L__T6963C_Write_Char_Adv387
  L__T6963C_Write_Char_Adv388
  L__T6963C_Write_Char_Adv389
  L_end__T6963C_Write_Text_Adv
  L__T6963C_Write_Text_Adv391
  L__T6963C_Write_Text_Adv392
  L__T6963C_Write_Text_Adv393
  L__T6963C_Write_Text_Adv394
  L__T6963C_Write_Text_Adv395
  L__T6963C_Write_Text_Adv396
  L__T6963C_Write_Text_Adv397
  L__T6963C_Write_Text_Adv398
  L__T6963C_Write_Text_Adv399
  L__T6963C_Write_Text_Adv400
  L__T6963C_Write_Text_Adv401
  L__T6963C_Write_Text_Adv402
  L__T6963C_Write_Text_Adv403
  L__T6963C_Write_Text_Adv404
  L_end__T6963C_Write_Const_Text_Adv
  L__T6963C_Write_Const_Text_Adv406
  L__T6963C_Write_Const_Text_Adv407
  L__T6963C_Write_Const_Text_Adv408
  L__T6963C_Write_Const_Text_Adv409
  L__T6963C_Write_Const_Text_Adv410
  L__T6963C_Write_Const_Text_Adv411
  L__T6963C_Write_Const_Text_Adv412
  L__T6963C_Write_Const_Text_Adv413
  L__T6963C_Write_Const_Text_Adv414
  L__T6963C_Write_Const_Text_Adv415
  L__T6963C_Write_Const_Text_Adv416
  L__T6963C_Write_Const_Text_Adv417
  L__T6963C_Write_Const_Text_Adv418
  L__T6963C_Write_Const_Text_Adv419
  L_end___Lib_T6963C__T6963C_Get_Char_Return_Pos
  L___Lib_T6963C__T6963C_Get_Char_Return_Pos421
  L___Lib_T6963C__T6963C_Get_Char_Return_Pos422
  L___Lib_T6963C__T6963C_Get_Char_Return_Pos423
  L___Lib_T6963C__T6963C_Get_Char_Return_Pos424
  L___Lib_T6963C__T6963C_Get_Char_Return_Pos425
  L___Lib_T6963C__T6963C_Get_Char_Return_Pos426
  L___Lib_T6963C__T6963C_Get_Char_Return_Pos427
  L___Lib_T6963C__T6963C_Get_Char_Return_Pos428
  L___Lib_T6963C__T6963C_Get_Char_Return_Pos429
  L_end___Lib_T6963C__T6963C_Get_Char_Return_PosE
  L___Lib_T6963C__T6963C_Get_Char_Return_PosE431
  L___Lib_T6963C__T6963C_Get_Char_Return_PosE432
  L___Lib_T6963C__T6963C_Get_Char_Return_PosE433
  L___Lib_T6963C__T6963C_Get_Char_Return_PosE434
  L___Lib_T6963C__T6963C_Get_Char_Return_PosE435
  L___Lib_T6963C__T6963C_Get_Char_Return_PosE436
  L_end__T6963C_Write_Text_Return_Pos
  L__T6963C_Write_Text_Return_Pos438
  L__T6963C_Write_Text_Return_Pos439
  L__T6963C_Write_Text_Return_Pos440
  L__T6963C_Write_Text_Return_Pos441
  L__T6963C_Write_Text_Return_Pos442
  L__T6963C_Write_Text_Return_Pos443
  L__T6963C_Write_Text_Return_Pos444
  L__T6963C_Write_Text_Return_Pos445
  L__T6963C_Write_Text_Return_Pos446
  L__T6963C_Write_Text_Return_Pos447
  L__T6963C_Write_Text_Return_Pos448
  L__T6963C_Write_Text_Return_Pos449
  L__T6963C_Write_Text_Return_Pos450
  L__T6963C_Write_Text_Return_Pos451
  L_end__T6963C_Write_Const_Text_Return_Pos
  L__T6963C_Write_Const_Text_Return_Pos453
  L__T6963C_Write_Const_Text_Return_Pos454
  L__T6963C_Write_Const_Text_Return_Pos455
  L__T6963C_Write_Const_Text_Return_Pos456
  L__T6963C_Write_Const_Text_Return_Pos457
  L__T6963C_Write_Const_Text_Return_Pos458
  L__T6963C_Write_Const_Text_Return_Pos459
  L__T6963C_Write_Const_Text_Return_Pos460
  L__T6963C_Write_Const_Text_Return_Pos461
  L__T6963C_Write_Const_Text_Return_Pos462
  L__T6963C_Write_Const_Text_Return_Pos463
  L__T6963C_Write_Const_Text_Return_Pos464
  L__T6963C_Write_Const_Text_Return_Pos465
  L__T6963C_Write_Const_Text_Return_Pos466
  L_end__T6963C_Set_Ext_Buffer
  L_end__T6963C_Ext_Image
  L__T6963C_Ext_Image469
  L__T6963C_Ext_Image470
  L__T6963C_Ext_Image471
  L__T6963C_Ext_Image472
  L__T6963C_Ext_Image473
  L__T6963C_Ext_Image474
  L__T6963C_Ext_Image475
  L__T6963C_Ext_Image476
  L_end__T6963C_Ext_PartialImage
  L__T6963C_Ext_PartialImage478
  L__T6963C_Ext_PartialImage479
  L__T6963C_Ext_PartialImage480
  L__T6963C_Ext_PartialImage481
  L__T6963C_Ext_PartialImage482
  L__T6963C_Ext_PartialImage483
  L__T6963C_Ext_PartialImage484
  L__T6963C_Ext_PartialImage485
  L__T6963C_Ext_PartialImage486
  L__T6963C_Ext_PartialImage487
  L__T6963C_Ext_PartialImage488
  L__T6963C_Ext_PartialImage489
  L__T6963C_Ext_PartialImage490
  L__T6963C_Ext_PartialImage491
  L__T6963C_Ext_PartialImage492
  L__T6963C_Ext_PartialImage493
  L__T6963C_Ext_PartialImage494
  L__T6963C_Ext_PartialImage495
  L__T6963C_Ext_PartialImage496
  L__T6963C_Ext_PartialImage497
  L__T6963C_Ext_PartialImage498
  L__T6963C_Ext_PartialImage499
  L__T6963C_Ext_PartialImage500
  L__T6963C_Ext_PartialImage501
  L__T6963C_Ext_PartialImage502
  L__T6963C_Ext_PartialImage503
  L__T6963C_Ext_PartialImage504
  L__T6963C_Ext_PartialImage505
  L__T6963C_Ext_PartialImage506
  L__T6963C_Ext_PartialImage507
  L__T6963C_Ext_PartialImage508
  L__T6963C_Ext_PartialImage509
  L__T6963C_Ext_PartialImage510
  L__T6963C_Ext_PartialImage511
  L__T6963C_Ext_PartialImage512
  L__T6963C_Ext_PartialImage513
  L__T6963C_Ext_PartialImage514
  L__T6963C_Ext_PartialImage515
  L__T6963C_Ext_PartialImage516
  L__T6963C_Ext_PartialImage517
  L__T6963C_Ext_PartialImage518
  L__T6963C_Ext_PartialImage519
  L__T6963C_Ext_PartialImage520
  L_end_T6963C_WaitReady
  _T6963C_WaitReady
  L__T6963C_WaitReady522
  L_end_T6963C_WriteData
  _T6963C_WriteData
  L_end_T6963C_WriteCommand
  _T6963C_WriteCommand
  L_end_T6963C_SetPtr
  _T6963C_SetPtr
  L_end_T6963C_DisplayGrPanel
  _T6963C_DisplayGrPanel
  L_end_T6963C_DisplayTxtPanel
  _T6963C_DisplayTxtPanel
  L_end_T6963C_SetGrPanel
  _T6963C_SetGrPanel
  L_end_T6963C_SetTxtPanel
  _T6963C_SetTxtPanel
  L_end_T6963C_Fill
  _T6963C_Fill
  L__T6963C_Fill531
  L_end_T6963C_PanelFill
  _T6963C_PanelFill
  L_end_T6963C_GrFill
  _T6963C_GrFill
  L_end_T6963C_TxtFill
  _T6963C_TxtFill
  L_end_T6963C_Cursor_height
  _T6963C_Cursor_height
  L_end_T6963C_Graphics
  _T6963C_Graphics
  L_end_T6963C_Text
  _T6963C_Text
  L_end_T6963C_Cursor
  _T6963C_Cursor
  L_end_T6963C_Cursor_Blink
  _T6963C_Cursor_Blink
  L_end_T6963C_Image
  _T6963C_Image
  L__T6963C_Image541
  L_end_T6963C_Sprite
  _T6963C_Sprite
  L__T6963C_Sprite543
  L__T6963C_Sprite544
  L__T6963C_Sprite545
  L__T6963C_Sprite546
  L_end_T6963C_Set_Cursor
  _T6963C_Set_Cursor
  L_end_T6963C_Write_Char
  _T6963C_Write_Char
  L_end_T6963C_Write_Text
  _T6963C_Write_Text
  L__T6963C_Write_Text550
  L_end_T6963C_Write_Const_Text
  _T6963C_Write_Const_Text
  L__T6963C_Write_Const_Text552
  L_end_T6963C_readData
  __Lib_T6963C_T6963C_readData
  L_end_T6963C_Dot
  _T6963C_Dot
  L__T6963C_Dot555
  L__T6963C_Dot556
  L__T6963C_Dot557
  L__T6963C_Dot558
  L__T6963C_Dot559
  L__T6963C_Dot560
  L__T6963C_Dot561
  L__T6963C_Dot562
  L_end_T6963C_Line
  _T6963C_Line
  L__T6963C_Line564
  L__T6963C_Line565
  L__T6963C_Line566
  L__T6963C_Line567
  L__T6963C_Line568
  L__T6963C_Line569
  L__T6963C_Line570
  L_end_T6963C_Circle
  _T6963C_Circle
  L__T6963C_Circle572
  L__T6963C_Circle573
  L__T6963C_Circle574
  L__T6963C_Circle575
  L__T6963C_Circle576
  L__T6963C_Circle577
  L__T6963C_Circle578
  L_end_T6963C_Box
  _T6963C_Box
  L__T6963C_Box580
  L_end_T6963C_Rectangle
